北大荒精洁米,2.4
古船龙粳长粒大米,2.5
嘎嘎纯长粒香米,4.3
老家辽星长粒香,2.3
亮珠河长粒香米,2.8
金龙鱼东北大米,2.9
五梁红五常大米,2.9
五梁红稻花香,6.0
秋然香米,3.0
双然大米,2.6
松花江大米,2.1
方正富硒米,2.9
兴安盟魏佳稻花香,4.0
南豆腐,2.4
白玉北豆腐,3.8
香香北豆腐,3.0
白玉南豆腐,5.5
豆腐丝,5.0
精品豆腐丝,5.5
豆腐皮,4.9
豆腐干,4.5
精品豆腐干,4.5
豆腐泡,5.2
精品豆腐泡,5.0
白玉内酯豆腐,2.2
香香内脂豆腐,1.5
芦荟,7.0
百合,49.0
香椿,24.0
菊苣,13.0
芦笋,14.0
冬笋,6.0
慈姑,12.0
美人椒,7.0
螺丝椒,2.0
柿子椒,1.2
线椒,1.5
杭椒,1.8
小米椒,12.0
彩椒,4.0
白萝卜,0.35
心里美,1.5
卞萝卜,1.1
青萝卜,1.2
青萝卜,0.5
胡萝卜,0.8
胡萝卜,1.0
土豆,0.7
土豆,1.3
葱头,0.8
葱头,0.7
山药,4.5
山药,6.5
空心菜,1.5
鸡毛菜,2.5
荆芥,4.0
紫苏叶,4.5
豌豆苗,4.5
快菜,1.2
苦菊,2.0
穿心莲,1.5
木耳菜,3.0
椰青,6.0
菠萝,1.5
国产凤梨,3.0
圣女果,4.5
百香果,12.0
桑葚,6.0
黑枣,6.0
九九草莓,9.0
杨梅,8.0
蓝莓,15.0
火龙果,5.0
麻椒,30.0
腐竹,7.0
甘草,10.0
白芷,15.0
金钱菇,40.0
珍珠香菇,40.0
枸杞,25.0
桂皮,10.0
味精,5.8
京晶食盐,1.2
雪景绵白糖,3.7
玉泰淀粉,2.0
王致和腐乳,6.5
莲籽,32.0
冬菇,45.0
猴头菇,45.0
海带丝,8.0
鱿鱼丝,45.0
龙门米醋,2.0
路畅陈醋,1.0
李子,5.0
金太阳,2.5
丰源红,2.6
胭脂红,3.0
秦杏,5.0
凯特白杏,4.0
无籽小号-大号,1.4
麒麟,1.8
甜王,1.4
特小凤,2.0
L600吊秧瓜,2.4
蜜童,1.8
墨童,2.2
国产香蕉,3.8
南美、菲律宾香蕉,4.2
泰国香蕉,8.6
晓蜜25号,2.4
玉菇,2.5
红金蜜,2.2
久红瑞,2.2
元宝牌大豆油,117.0
古币香油,21.0
汇福大豆油,58.0
非转基因九三大豆油,68.0
鲁花花生油,150.0
鲁花非转基因大豆油,90.0
多力葵花籽油,85.0
乐初非转基因大豆油,127.0
古船大豆油,55.0
古船非转基因大豆油,128.0
大豆油,232.0
蛇果,9.0
红提,7.5
青提,14.0
黑提,24.0
黑提,14.0
无籽红提,7.0
无籽红提,11.0
新骑士,8.5
皮梨,10.0
海螺,22.0
海螺,32.0
蛏子,14.0
海虹,8.0
带子,16.0
生蚝,11.0
生蚝,12.0
黄蚬子,28.0
花蛤,6.0
花蛤,8.0
田螺,3.5
猫眼螺,15.0
甲鱼,48.0
甲鱼,25.0
蚕蛹,36.0
牛蛙,9.0
海蜇头,6.0
海蜇皮,10.0
海蜇丝,6.0
北豆腐,2.5
杏鲍菇,2.3
金针菇,2.0
油菜,0.8
小白菜,1.2
油麦菜,1.5
奶白菜,1.5
散生菜,1.5
香葱,2.0
茼蒿,4.0
蒿子秆,1.5
水萝卜,2.0
樱桃萝卜,3.0
香芹,2.0
菠菜,3.5
苋菜,3.0
菊花菜,1.0
青蒜,1.5
盖菜,1.5
芥兰,2.0
菜心,1.5
西洋菜,8.5
高山娃娃,5.0
孢子甘蓝,18.0
紫贝天葵,9.0
鱼腥草叶,10.0
鱼腥草根,8.0
兰花,24.0
荷兰豆,9.0
朝天椒,19.0
球茎茴香,8.5
香蕉西葫,10.0
毛豆仁,22.0
冰草,7.0
蚕豆仁,10.0
首农双河长粒香大米,2.9
首农双河秋田小町,2.6
黑土王秋田小町米,2.5
黑龙江长粒稻花香米,2.9
东北长粒香米,2.5
东北盘锦大米,2.4
平鱼,36.0
鱿鱼,15.0
鱿鱼,20.0
海鲈鱼,13.0
墨鱼,22.0
金鲳鱼,17.0
金鲳鱼,18.0
白虾,20.0
白虾（笼装）,33.0
白虾（笼装）,31.0
小龙虾,18.0
鲍鱼,10.0
鲍鱼,7.0
鲍鱼,5.0
扇贝,47.0
扇贝,28.0
扇贝,28.0
小红扇贝,7.0
钉螺,7.0
海螺,17.0
莲藕,3.5
红薯,2.2
红薯,2.8
紫薯,2.5
茭白,3.0
荸荠,2.8
芋头,2.4
姜,0.8
大蒜,1.8
大蒜,1.2
蒜米,1.8
大葱,1.2
小葱,1.5
蒜苗,2.0
蒜黄,4.8
青蒜,2.0
平菇,3.0
香菇,3.5
白玉菇,3.0
口蘑,7.0
韭菜,0.8
苦菊,1.2
油麦菜,0.8
散菜花,1.5
散菜花,0.8
绿菜花,1.0
绿豆芽,0.95
黄豆芽,0.85
番茄,1.2
番茄,1.8
番茄,2.2
黄瓜,0.6
黄瓜,0.8
小黄瓜,2.1
茄子,0.8
长茄,0.8
广茄,2.0
线茄,1.2
冬瓜,0.9
冬瓜,0.5
山竹,12.0
榴莲,18.0
火龙果,4.5
龙眼,6.5
椰青,8.0
西柚,5.8
牛油果,13.0
杨桃,8.0
释迦,42.0
百香果,5.0
姬娜果,7.0
树莓,40.0
青苹果,8.8
菠萝蜜,5.0
金果,23.0
火箭果,32.0
黑莓,52.0
凤梨,3.2
金丝小枣,4.5
空心脆枣,5.0
青豌豆,3.0
蚕豆,4.5
奶花豆,5.0
花生米,6.0
豇豆,7.0
白芝麻,9.0
黑芝麻,12.0
金龙鱼大豆油,61.0
金龙鱼调和油,66.0
金龙鱼非转基因玉米油,71.0
金龙鱼非转基因葵花籽油,79.0
绿宝大豆油,61.0
绿宝调和油,65.0
绿宝花生油,95.0
福临门大豆油,61.0
福临门花生油,95.0
福临门调和油,64.0
福临门菜籽油,76.0
福临门非转基因玉米油,71.0
福临门非转基因葵花籽油,78.0
无花果,18.0
大榛,23.0
胡桃,45.0
国产杏仁,23.0
普核桃,6.0
长寿果,26.0
绿茶南瓜子,15.0
葡萄干,6.0
杏核,7.0
桂圆,9.0
花生,6.0
蚕豆,5.0
生腰果,40.0
青豆,5.5
莲子,26.0
情人梅,12.0
核桃仁,18.0
白薯干,9.0
毛榛子,13.0
杏肉,12.0
毛冬瓜,1.2
架豆,2.3
豆王,3.0
扁豆,2.2
豇豆,2.0
白不老,3.0
油豆,3.0
毛豆,2.5
玉米,2.0
花生,5.0
苦瓜,2.0
丝瓜,1.5
西葫芦,0.6
佛手瓜,3.8
贝贝南瓜,2.0
金丝南瓜,1.4
板栗南瓜,3.0
南北瓜,1.5
尖椒,1.2
红尖椒,3.0
黄毛桃,8.0
春雪,8.0
猕猴桃,5.5
猕猴桃,4.5
李子,5.0
金太阳,2.5
丰源红,2.6
胭脂红,3.0
秦杏,5.0
凯特白杏,4.0
无籽小号-大号,1.4
麒麟,1.8
甜王,1.4
特小凤,2.0
L600吊秧瓜,2.4
蜜童,1.8
墨童,2.2
国产香蕉,3.6
南美、菲律宾香蕉,3.8
泰国香蕉,8.4
高粱米,3.0
爆花玉米,3.0
小玉米,2.5
玉米面,2.4
玉米渣,2.4
小米面,4.0
江米面,3.5
江米面,2.9
荞麦面,3.5
莜麦面,3.5
大麦,3.0
燕麦,3.5
黄豆,4.0
绿豆,5.0
红小豆,8.5
青豆,4.0
黑豆,4.0
白芸豆,7.0
红芸豆,5.5
猫眼豆,5.0
散菜花,1.0
绿菜花,1.2
绿豆芽,0.95
黄豆芽,0.85
番茄,1.2
番茄,1.8
番茄,2.2
黄瓜,0.7
黄瓜,0.8
小黄瓜,2.1
茄子,0.8
长茄,0.8
广茄,2.0
线茄,1.2
冬瓜,0.9
冬瓜,0.5
毛冬瓜,1.0
架豆,2.3
豆王,3.2
扁豆,2.2
话梅,8.0
松子,55.0
鲍鱼果,20.0
香蕉干,11.0
开心果,38.0
美杏仁,28.0
夏威夷果,25.0
猕猴桃干,12.0
薄皮核桃,10.0
葵花籽,6.0
黑瓜子,15.5
白瓜子,15.0
新疆干枣,6.5
山楂干,11.0
熟腰果,22.0
巴旦木,23.0
五香花生米,6.8
海带,10.0
龙口粉丝,5.0
虾皮,12.0
晓蜜25号,2.4
玉菇,2.5
红金蜜,2.0
久红瑞,2.0
羊角蜜,2.3
白糖罐,2.0
景甜甜瓜,2.5
花蕾甜瓜,3.0
绿宝甜瓜,2.0
博阳,2.0
富士,2.4
富士,4.0
富士,2.2
黄元帅,3.5
花牛,3.0
阿克苏,4.0
国光,2.0
阳光玫瑰,22.0
玫瑰香,10.0
郁金香,10.0
路畅米醋,1.0
路畅料酒,1.0
路畅黄豆酱油,1.0
粉条,4.5
大白菜,0.35
娃娃菜,0.4
小白菜,0.5
圆白菜,0.5
圆白菜,0.3
紫甘蓝,0.8
芹菜,0.8
西芹,2.3
菠菜,1.5
莴笋,0.5
团生菜,0.8
散叶生菜,1.2
罗马生菜,2.5
油菜,0.6
香菜,1.5
茴香,0.8
生鸭蛋,7.2
熟鸭蛋,8.2
松花蛋,7.0
鹅蛋,12.0
鹌鹑蛋,8.3
柴鸡蛋,4.66
乌鸡蛋,8.0
鸵鸟蛋,90.0
鸽子蛋,2.7
鲤鱼,7.0
鲤鱼,7.0
草鱼,8.5
草鱼,8.5
鲫鱼,11.5
鲫鱼,12.0
鲫鱼,12.5
胖头鱼,12.5
胖头鱼,12.0
武昌鱼,12.0
鲢鱼,4.5
鸡翅尖,7.0
鸡翅中,24.0
鸡翅根,8.8
鸡边腿,7.0
鸡排腿,8.0
鸡琵琶腿,8.5
鸡胗,13.0
鸡爪,22.0
鸡心,6.3
鸡肝,3.0
鸡脖子,5.5
鸡头,3.0
鸡架子,3.0
白条乌鸡,12.0
黑爪公鸡,14.0
白条湖鸭,7.0
鸭腿,7.0
箱鸡蛋,199.0
箱鸡蛋,4.52
散鸡蛋,4.8
乒乓球,8.0
红提,10.0
黑提,9.0
青提,7.0
巨峰,6.0
小台农,5.5
大台农,6.5
青皮芒果,4.0
贵妃芒,6.0
澳芒,7.0
水仙芒果,5.5
妃子笑,6.0
荔枝王,28.0
红灯,12.0
水晶,18.0
美国红,15.0
美早,13.0
布鲁克斯,14.0
先锋,15.0
沙蜜托,13.0
火龙果,4.0
木瓜,5.0
柿饼,6.0
柠檬,4.5
山楂,3.5
姑娘果（灯笼果）,7.0
鸭梨,3.3
雪花梨,3.0
皇冠梨,4.0
丰水梨,4.2
酥梨,3.3
库尔勒香梨,4.0
红啤梨,5.0
耙耙柑,4.0
伦晚脐橙,3.0
沃柑,5.0
金桔,4.0
油桃,5.0
蟠桃,4.0
黄油桃,7.0
牛前腱,37.0
牛后腱,37.0
牛前腿,34.0
牛后腿,34.0
牛腰窝,35.0
牛柳,37.0
精牛柳,38.0
牛腩,35.0
牛林,35.0
牛油,5.0
牛金钱腱,50.0
牛筋头巴脑,32.0
牛骨,5.0
牛排骨,30.0
牛板筋,35.0
牛尾,32.0
牛百叶,45.0
牛上脑,34.0
整羊,21.0
去骨羊前腿,33.0
白条猪,10.25
白条猪,8.9
前臀尖,9.5
前臀尖,8.5
后臀尖,9.5
后臀尖,8.5
五花肉,13.5
五花肉,12.5
五花头,9.5
纯通脊,12.0
通脊,9.0
小里脊,13.0
梅花肉,11.0
纯瘦肉,11.0
护心肉,13.0
前肘,8.0
后肘（带骨）,6.5
后肘（去骨）,7.5
猪尾巴,40.0
猪蹄,22.0
纯排骨,21.0
纯腔骨,7.0
腔排骨,13.0
梅花骨,9.0
棒骨,8.5
猪头,10.0
猪口条,14.0
猪耳,26.0
猪脑,25.0
猪肚,20.0
猪板油,5.5
肥膘肉,4.0
猪腰子,15.0
猪心,9.0
猪肝,7.0
猪肺,3.0
猪皮,4.0
猪肠头,16.0
猪肠,15.0
整牛,33.5
去骨羊后腿,34.0
羊腰窝,31.0
羊肉片,34.0
羊腰子,15.0
羊蝎子,14.0
羊蝎子,25.0
羊排骨,24.0
羊尾巴油,8.0
羊小腿,21.0
羊腱子肉,34.0
羊上脑,33.0
羊骨头,10.5
羊腩,23.0
羊里脊,33.0
淘汰鸡,11.0
淘汰鸡,10.5
仔鸡,8.0
肉鸡,7.5
鸡胸,7.5
鸡翅,11.5
鲢鱼,4.0
鲶鱼,4.5
松花鱼,13.0
黑鱼,11.0
黑鱼,15.0
黄鳝,32.0
黄鳝,35.0
罗非鱼,11.0
虹鳟鱼,23.0
鲟鱼,16.0
青鱼,12.0
桂鱼,40.0
嘎鱼,22.0
嘎鱼,23.0
淡水鲈鱼,23.0
泥鳅,12.0
清江鱼,15.8
多宝鱼,27.0
黄花鱼,16.0
黄花鱼,16.0
圆白菜,0.5
圆白菜,0.3
紫甘蓝,0.8
芹菜,0.8
西芹,2.0
菠菜,1.5
莴笋,0.5
团生菜,0.8
散叶生菜,1.0
罗马生菜,2.5
油菜,0.6
香菜,1.5
茴香,0.8
韭菜,0.8
苦菊,1.2
油麦菜,0.8
散菜花,1.5
散菜花,0.8
绿菜花,1.0
绿豆芽,0.95
黄花鱼,17.5
平鱼,7.0
平鱼,12.0
平鱼,24.0
平鱼,36.0
鱿鱼,15.0
鱿鱼,20.0
海鲈鱼,13.0
墨鱼,22.0
金鲳鱼,17.0
金鲳鱼,18.0
白虾,20.0
白虾（笼装）,31.0
白虾（笼装）,28.0
小龙虾,18.0
鲍鱼,10.0
鲍鱼,7.0
鲍鱼,5.0
扇贝,47.0
扇贝,28.0
香葱,2.0
茼蒿,4.0
蒿子秆,1.5
水萝卜,2.0
樱桃萝卜,3.0
香芹,2.0
菠菜,3.5
苋菜,3.0
菊花菜,1.0
青蒜,1.5
盖菜,1.5
芥兰,2.0
菜心,1.5
空心菜,1.5
鸡毛菜,2.0
荆芥,4.0
紫苏叶,4.5
豌豆苗,4.5
快菜,1.2
苦菊,2.0
姜,0.8
大蒜,1.8
大蒜,1.2
蒜米,1.8
大葱,1.2
小葱,1.5
蒜苗,2.0
蒜黄,4.8
青蒜,2.0
平菇,3.0
香菇,3.5
白玉菇,3.0
口蘑,7.0
杏鲍菇,2.3
金针菇,2.0
油菜,0.8
小白菜,1.0
油麦菜,1.0
奶白菜,1.5
散生菜,1.2
黄豆芽,0.85
番茄,1.2
番茄,1.8
番茄,2.2
黄瓜,0.6
黄瓜,0.8
小黄瓜,2.0
茄子,0.8
长茄,0.8
广茄,2.0
线茄,1.2
冬瓜,0.9
冬瓜,0.5
毛冬瓜,1.2
架豆,2.3
豆王,3.0
扁豆,2.2
豇豆,2.0
白不老,3.0
油豆,3.0
白萝卜,0.4
心里美,1.5
卞萝卜,1.4
青萝卜,1.2
青萝卜,0.5
胡萝卜,0.8
胡萝卜,1.0
土豆,0.7
土豆,1.3
葱头,0.8
葱头,0.7
山药,4.5
山药,6.5
莲藕,3.5
红薯,2.2
红薯,2.8
紫薯,2.5
茭白,3.0
荸荠,2.8
芋头,2.4
海蜇头,6.0
海蜇皮,10.0
海蜇丝,6.0
北豆腐,2.5
南豆腐,2.4
白玉北豆腐,3.8
香香北豆腐,3.0
白玉南豆腐,5.5
豆腐丝,5.0
精品豆腐丝,5.5
豆腐皮,4.9
豆腐干,4.5
精品豆腐干,4.5
豆腐泡,5.2
精品豆腐泡,5.0
白玉内酯豆腐,2.2
香香内脂豆腐,1.5
大白菜,0.35
娃娃菜,0.6
小白菜,0.5
扇贝,28.0
小红扇贝,7.0
钉螺,7.0
海螺,17.0
海螺,22.0
海螺,32.0
蛏子,14.0
海虹,8.0
带子,16.0
生蚝,11.0
生蚝,12.0
黄蚬子,28.0
花蛤,6.0
花蛤,8.0
田螺,3.5
猫眼螺,15.0
甲鱼,48.0
甲鱼,25.0
蚕蛹,36.0
牛蛙,9.0
毛豆,2.5
玉米,2.0
花生,5.0
苦瓜,2.0
丝瓜,1.5
西葫芦,0.6
佛手瓜,2.5
贝贝南瓜,2.0
金丝南瓜,1.4
板栗南瓜,3.0
南北瓜,1.6
尖椒,1.2
红尖椒,3.0
美人椒,7.0
螺丝椒,2.0
柿子椒,1.2
线椒,1.5
杭椒,1.8
小米椒,15.0
彩椒,4.0
五花肉,12.0
五花头,9.5
纯通脊,12.0
通脊,9.0
小里脊,13.0
梅花肉,11.0
纯瘦肉,11.0
护心肉,13.0
前肘,8.0
后肘（带骨）,6.5
后肘（去骨）,7.5
猪尾巴,40.0
猪蹄,21.0
纯排骨,21.0
纯腔骨,7.0
腔排骨,13.0
梅花骨,9.0
棒骨,8.5
猪头,9.5
猪口条,14.0
大台农,6.5
青皮芒果,4.0
贵妃芒,6.0
澳芒,7.0
水仙芒果,5.5
妃子笑,6.0
荔枝王,36.0
红灯,12.0
水晶,18.0
美早,13.0
布鲁克斯,14.0
先锋,15.0
沙蜜托,13.0
白条猪,10.25
白条猪,9.2
前臀尖,9.5
前臀尖,8.5
后臀尖,9.5
后臀尖,8.5
五花肉,13.0
穿心莲,1.5
木耳菜,3.0
椰青,6.0
菠萝,1.5
国产凤梨,3.0
圣女果,4.0
百香果,12.0
桑葚,6.0
黑枣,6.0
九九草莓,9.0
杨梅,9.0
蓝莓,15.0
火龙果,5.0
火龙果,4.0
木瓜,5.0
柿饼,6.0
柠檬,4.5
山楂,3.5
姑娘果（灯笼果）,7.0
鸭梨,3.3
丰源红,2.6
胭脂红,3.0
秦杏,5.0
凯特白杏,4.0
无籽小号-大号,1.4
麒麟、甜蜜蜜,1.8
甜王,1.4
特小凤,2.0
L600吊秧瓜,2.4
蜜童,1.8
墨童,2.2
国产香蕉,3.6
南美、菲律宾香蕉,3.8
泰国香蕉,8.4
晓蜜25号,2.4
玉菇,2.5
红金蜜,2.0
久红瑞,2.0
羊角蜜,2.5
白糖罐,2.3
牛腩,35.0
牛林,35.0
牛油,5.0
牛金钱腱,50.0
牛筋头巴脑,32.0
牛骨,5.0
牛排骨,30.0
牛板筋,35.0
牛尾,33.0
牛百叶,50.0
牛上脑,34.0
整羊,21.0
去骨羊前腿,33.0
去骨羊后腿,34.0
羊腰窝,31.0
羊肉片,34.0
羊腰子,15.0
羊蝎子,13.0
羊蝎子,25.0
羊排骨,24.0
景甜甜瓜,2.5
花蕾甜瓜,3.0
绿宝甜瓜,2.0
博阳,2.2
富士,2.4
富士,4.0
富士,2.2
黄元帅,3.5
花牛,3.0
阿克苏,4.0
国光,2.0
阳光玫瑰,22.0
玫瑰香,10.0
郁金香,10.0
乒乓球,8.0
红提,10.0
黑提,9.0
青提,7.0
巨峰,6.0
小台农,5.5
雪花梨,3.0
皇冠梨,4.0
丰水梨,4.2
酥梨,3.3
库尔勒香梨,4.0
红啤梨,5.0
耙耙柑,4.0
鄂、湘、川脐橙,3.5
伦晚脐橙,3.0
沃柑,4.0
金桔,4.0
油桃,4.0
蟠桃,4.0
黄油桃,7.0
黄毛桃,8.0
春雪,8.0
猕猴桃,5.5
猕猴桃,4.5
李子,5.0
金太阳,2.5
羊尾巴油,8.0
羊小腿,21.0
羊腱子肉,34.0
羊上脑,33.0
羊骨头,10.5
羊腩,23.0
羊里脊,33.0
淘汰鸡,11.0
淘汰鸡,10.5
仔鸡,8.0
肉鸡,7.5
鸡胸,7.5
鸡翅,11.5
鸡翅尖,7.0
鸡翅中,24.0
鸡翅根,8.8
鸡边腿,7.0
鸡排腿,8.0
鸡琵琶腿,8.5
鸡胗,13.0
猪耳,26.0
猪脑,25.0
猪肚,20.0
猪板油,5.5
肥膘肉,4.0
猪腰子,15.0
猪心,9.0
猪肝,7.0
猪肺,3.0
猪皮,4.0
猪肠头,16.0
猪肠,15.0
整牛,33.5
牛前腱,37.0
牛后腱,37.0
牛前腿,34.0
牛后腿,34.0
牛腰窝,35.0
牛柳,37.0
精牛柳,38.0
海鲈鱼,13.0
墨鱼,22.0
金鲳鱼,17.0
金鲳鱼,18.0
白虾,20.0
白虾（笼装）,31.0
白虾（笼装）,30.0
小龙虾,18.0
鲍鱼,10.0
鲍鱼,7.0
鲍鱼,5.0
扇贝,47.0
扇贝,28.0
扇贝,28.0
小红扇贝,7.0
钉螺,7.0
海螺,17.0
海螺,22.0
海螺,32.0
